title,location,minimum_qual,preferred_qual,responsibilities
Law Enforcement Response Team Analyst (WhatsApp),"Austin, TX","Proficiency in Bengali and/or Urdu
Experience communicating with cross-functional teams and/or law enforcement agencies
Familiarity with WhatsApp service
Experience organizing and prioritizing multiple functions and tasks efficiently
Experience exercising judgment while working independently",,"BA/BS degree
3+ years of operational experience
Experience with computer systems, internet technology and software (PC, Mac, MS Office, online research, etc.)
Fluency in Hindi"
"Workforce Management Scheduling Specialist, Community Operations","Austin, TX","3+ years of workforce management and/or back-office operations management
2+ years of experience developing schedules and other resource planning outputs with Aspect Workforce Management
Experience gathering unstructured data to produce insights and reporting using Excel
Problem solving and analytical experience
Experience communicating to various levels within the organization",,"Develop, administer and maintain schedules and other resource planning outputs across multiple sites and partners, while ensuring the reliability and quality of underlying data.
Identify and execute against opportunities to optimize operational metrics through creative scheduling analysis and recommendations.
Measure and incorporate appropriate schedule shrinkage, inflexibility, and other real-life factors influencing staffing against forecast requirements.
Support our high-performing Community Operations Team through understanding operational metrics and optimizing the community experience.
Analyze trends and provide input on improving metrics including service levels, adherence, forecast versus actual variances, review times and occupancy.
Be an advocate and ambassador for WFM enablement of operational excellence.
Work with our internal and external partners, ensuring our support centers operate in the most efficient manner possible while creating a foundation through resource planning that protects our business and enables operational excellence.
Share your expertise in Facebook’s Workforce Management solution, as well as the associated process governance and other supportive responsibilities in order to guide and develop Operations, and train other team members."
"PCB Layout Engineer, Portal","Menlo Park, CA","BS in EE or equivalent practical experience.
5+ years of PCB design experience and library management, using Altium or Cadence tool sets.
Experience with HDI design.
Knowledge of multilayer PCB layout, fabrication and assembly techniques including blind/buried vias, and microvias.
Experience with Rigid, Flex, and Rigid-Flex boards design and manufacturing.
Experience in PCB layout design constraints for mixed/RF signal, high speed signal impedance control, memory interfaces, power distribution, heat dissipation, and optimization for EMI performance.
Knowledge of IPC, JEDEC, IEEE, and other electronic standards.
Experience interpreting datasheets and schematics, generating netlists and constraints, and using schematic for layout and routing reference.
Experience with PLM system such as Agile or Arena.","10+ years experience of PCB layout design using Cadence or Altium.
Proven track record to design & manage all aspects of the printed board design used in high volume consumer products.
Knowledge in EMC compliance, environmental safety compliance will be added advantage.
Experience in cost effective consumer electronics design.","Create, manage, and maintain the Portal CAD library database:
Work closely with Electrical Engineers, and Mechanical Engineers to create schematic symbols, PCB component footprints, and 3D component models.
Publish library parts to the libraries.
Manage and sustain the CAD library to PLM system integration.
Work with the Electrical Engineering hardware team to provide PCB board design.
Layout complex multilayer printed circuit boards containing analog, digital, RF, and power components.
Keep up with latest industry standards and technologies and apply them to PCB design.
Interface with board fabrication vendor to select proper materials and stack-up, use correct impedance and DFX rulesets.
Work with assembly vendors to supply data and seek assembly design requirements.
Resolve DFM and manufacturing related issues.
Create and manage PCB documentation including fabrication and assembly packages, such as Gerber, ODB, BoM, fab and assembly drawings.
Work with hardware engineers and document control department to release fab and assembly packages into company-wide PLM system.
Author ECO's if necessary.
Maintain and develop our CAD toolchain and design release processes."
Leadership Recruiter – AR/VR,"Sunnyvale, CA","8+ years of executive search experience within a firm or corporate environment.
Experience in leadership search within the technology sectors.
Interpersonal and communication experience.
Experience using of talent market insights and data to influence decisions within the leadership groups and cross-functional teams.
Experience with partnerships across a variety of functions to build on as well as create candidate experiences that align with Facebook’s values and mission.
Proven experience in identifying, engaging and closing senior-level passive candidates.
Experience partnering with team and clients, including senior management.
Demonstrated track record of building working relationships with leaders and cross-functional partners.",,"Define, design and implement leadership recruiting programs and search engagements for a variety of technical leadership roles. This includes understanding and mapping the talent landscape, internal calibration and referrals, and matching those data points with the external talent supply.
Partner with Facebook hiring managers to develop a detailed profile of target candidates with data-driven advice on the range of logical possibilities. Skillfully support weighing the anticipated and immediate challenges of the targeted role, company/group strategic objectives, and corresponding opportunities to productively explore more diverse perspectives and trade-offs.
Manage end-to-end executive search engagements from inception of candidate contact to onboarding including research, engagement strategies, candidate experience, negotiations and partnering with HR for successful onboarding and communicating status to all stakeholders along the way.
Conduct thoughtful and sophisticated candidate interviews that methodically surface a candidate’s full range of leadership capabilities, explore their aspirations and gain penetrating insights into their readiness to perform in the targeted role, and assess how smoothly he/she would integrate into the organization.
Foster trust-based relationships with candidates, gaining a close understanding of their requirements and concerns. Serve as a skilled problem solver and facilitator in final negotiations.
Partner with Executive Search firms as appropriate. Occasionally roles may be outsourced to outside search firms - you will be responsible for contract negotiation, management, milestone tracking and managing the successful completion of the search.
Capture and maintain accurate market, client and candidate information on our knowledge management systems so as to both facilitate the search process and our overarching Market Intelligence initiatives.
Leverage search and problem-solving expertise on a variety of Facebook Global Recruiting initiatives.
Become a contributing member of the Recruitment Leadership team that effectively embodies and promotes the culture and values of Facebook, and lead the team to do the same. Our core values consist of the following: Be Bold, Move Fast, Focus on Impact, Be Open and Transparent, and Build Social Value."
"Solutions Architect, Workplace","Menlo Park, CA","5+ years experience as a software engineer, technical consultant, partner/sales/solutions engineer
Experience communicating to technical and business audiences
Knowledge of the enterprise software space
Experience working with cloud identity providers and collaboration tools
Knowledge of the web technology stack (TCP/IP, HTTP, HTML, JavaScript, RESTful APIs)
Experience with security protocols (SAML, Kerberos, etc.) and enterprise user management systems (e.g. Active Directory)",Experience working with or in support of diverse communities.,"Deeply understand the Workplace system architecture and integration components
Engage with potential customers to understand their business objectives and demonstrate the value proposition of Workplace
Deliver customized pre-sales technical presentation and product demonstrations to customers
Assist in the development of RFP responses and drive to close new opportunities
Identify key system architecture components, propose and help clients build solutions that unblock deployments
Willingness and ability to travel approximately 20% of time
Troubleshoot customer technical issues in real time
Create documentation and develop best practices to help customers get the most out of using the system"
"China Factory Operations Leader, Oculus","Shanghai, China","Experience with optical systems and or Clean room setup
Experience with automated system bring up and qualification
Experience with data analysis using JMP
Experience with GD&T & tolerance analysis",,"15+ years experience in Plant/Operations/General Management in manufacturing company in China or other Asian countries
Demonstrated technical skills and experience, including a detailed understanding of Final Assembly, Test, Pack and SMT processes
Ideal candidates are those with experience in high volume mass production
Candidates must have strong manufacturing process experience
Candidate must demonstrate strong interpersonal and communication skills, keen focus on driving business results, ability to work in ambiguous environments, and strong willingness to collaborate and optimize overall business objectives
Background driving China-based manufacturers, remotely and in-person
Experience in using process driven and analytical approaches to problem-solving (Six Sigma, 8D, FMEA, etc.)
Working knowledge of GD&T, data analysis and statistics
Proven bottom line project management experience (Planning, Cost, & Delivery)
Proven strong interpersonal and communication skills, Fluent in written and spoken Mandarin and English
Ability to operate in dynamic, fast-paced environment with minimal supervision.
Ability to travel up to 30 to 40% within Mainland China with some travel to Asia Pacific region and US"
Mechanical Process Engineer - AR/VR Labs,"Menlo Park, CA","Experience in design, rapid prototyping, test & evaluation, external vendors & supplies in novel or traditional fabrication methods and materials.
Experience integrating novel technologies into functional demos to test/evaluate core concepts.
CAD/CAM experience with lathes, mills, waterjet cutters, 3D printers as well as operation of manual tools.
Experience in startups and companies across industries.
Process knowledge with surface finishing such as blasting, polishing, anodizing, paint and ink and joining techniques such as laser welding, gluing, ultrasonic welding, and heat staking.
Experience in part creation processes including CNC milling/turning, plastic injection molding, stamping, MIM, casting etc.
Knowledge for science and technology.
Experience with high tech and high quality consumer hardware.
B.S./B.A. in engineering/scientific discipline or 4+ years of similar experience.","Ability to thrive in an extremely dynamic and fast-paced environment.
Passion for Facebook’s mission of Bringing the World Closer together.
5+ years hands-on experience building, testing and evaluating hardware & software systems.","Build the mechanical prototyping capability as a strong and effective contributor to the team’s success
Work closely with cross-functional leads to build first of demos and prototypes to test core concepts, technology edges, and the intersection of tech with human interaction
Push boundaries and test limits to create innovative proof of concepts, design testing systems, design and implement shop/lab equipment and support a diverse prototype pipeline
Contribute to the creative and technical solution to realize a prototype from idea, concept, design, fabrication and assembly in the most effective and quickest manner
Define world-class manufacturing processes to bring to bring new technology to consumer devices
Support Technical Program Leaders in the development of new technologies and remove manufacturing barriers from the path to commercialization
Support high volume production of products taking ownership of the most challenging and new areas of manufacturing
Support the Supply Chain team to define equipment and process required to produce a given product
Provide onsite support at manufacturing and partner sites during development and product ramp"
Security Partner - Emerging Technologies,"Menlo Park, CA","10+ years experience in information security
Experience in mobile device product development
A proven ability to communicate security risks and plans to address them to senior leadership
Technical knowledge across security disciplines – web application, mobile, infrastructure, etc.
A proven ability to build relationships with key stakeholders and business leaders
Experience with international standards for security and privacy (HIPAA, Privacy Shield, and PCI for example)
Operating system and firmware expertise",,"Drive security efforts across various Facebook projects involving hardware, software and big data
Build deep relationships with product and engineering leaders within Facebook's emerging businesses
Drive security risk decisions, and influence technical architecture
Act as the primary liaison between the product and engineering teams, and the Facebook Security team
Develop and maintain deep industry expertise in embedded software and device development"
"Data Scientist, Analytics - NLP Search","Seattle, WA","MS degree in a quantitative discipline (e.g., statistics, operations research, econometrics), or BS in a quantitative discipline plus MBA with a quantitative concentration (operations management, supply chain, information technology, finance), or equivalent practical experience
10+ years experience doing quantitative analysis or statistical modeling
Track-record driving product strategy through data analysis and product positioning
Experience extracting and manipulating large datasets
Working knowledge of at least one modeling framework (e.g., SciKit Learn, TensorFlow, SAS, R, MATLAB)
Knowledge with a scripting language (PHP, Python, Perl, etc.)
Communication experience","5+ years experience leading cross-functional teams
Experience with distributed computing (Hive/Hadoop)",Provide tactical engineering systems development guidance by bridging lower level NLP system components' performance to higher level product performance
Compliance Infrastructure: Workforce Management Analyst,"Dublin, Ireland","3+ years of workforce management and/or back-office operations management
2+ years of experience developing schedules and other resource planning outputs with Aspect Workforce Management
Experience gathering unstructured data to produce insights and reporting using Excel.
Problem solving and analytical experience.
Experience communicating to various levels within an organisation.
Project Management skills
Knowledge of Aspect will be preferred",,"Develop, administer and maintain forecasts and capacity plans at various levels, including volume, AHT, workload, shrinkage, and other staffing elements
Maintain long-range forecasts, short-term interval scheduling forecasts, and tactical weekly guidance.
Analyse trends and provide input on improving metrics including service levels, adherence, forecast versus actual variances, review times and occupancy.
Ensure optimisation of forecast accuracy at all levels through reporting and analysis of deviations.
Support our high-performing Compliance Operations Team through understanding operational metrics and optimising the community experience.
Be an advocate and ambassador for WFM enablement of operational excellence.
Work with our internal and external partners, ensuring our support centres operate in the most efficient manner possible while creating a foundation through forecasts that protects our business and enables operational excellence.
Develop, prepare and distribute reports using internal reporting via SQL and other data management methods.
Share your expertise in Facebook’s Workforce Management solution, as well as the associated process governance and other supportive responsibilities in order to guide and develop Operations.
Manage projects to support Workforce Management strategy"
"Research Scientist, Reconstruction (PhD University Grad)","London, United Kingdom","Demonstrated software engineer experience via an internship, work experience, coding competitions, or widely used contributions in open source repositories (e.g. GitHub)
Proven track record of achieving significant results as demonstrated by grants, fellowships, patents, as well as first-authored publications at leading workshops or conferences such as CVPR, ECCV, ICCV or SIGGRAPH
GPU programming experience - CUDA or OpenCL",,"Currently has or is in the process of obtaining a PhD degree or completing a postdoctoral assignment in the field of computer science, computer vision, robotics or similar
3 or more years C++ experience, with knowledge of modern C++ features
OpenGL and/or Direct3D graphics programming experience
Deep problem solving and optimization ability
Must be available to start employment on or after November 1, 2018
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
Interpersonal experience: cross-group and cross-culture collaboration"
"Product Design, AI","Menlo Park, CA","Communication experience
Experience with front-end programming
Experience in building and shipping applications or software
Provide URL featuring examples of interaction design work
Demonstrated experience with end-to-end (hybrid UX and UI) product design","2+ years of application design experience
2+ years of visual design experience
2+ years of interaction design experience
2+ years of strategic product thinking and vision experience
Experience designing for groups of people (international audiences, multi-language localization, accessibility for people with disabilities, etc.)","Take broad, conceptual ideas and turn them into something useful and valuable for our billion plus users
Design flows and experiences that are incredibly simple and elegant
Contribute to high-level strategic decisions with the rest of the product and executive teams
Give and solicit feedback from other designers in order to continually raise our bar for quality
Partner with Product Managers, engineers, researchers and content strategists to oversee the user experience of a product from conception until launch"
Systems Engineer,"Menlo Park, CA",Ph.D,,"MS degree in Engineering, Physics, Computer Science or equivalent
6+ years of experience in research or advanced development
Experience in developing advanced systems with multi-function, multi-disciplinary threads
Communication experience and experience working cross-disciplinary and mentor best practices and team members
Experience managing hardware or device development or rapid prototyping projects"
"Network Engineer, Deployment and Support","Clonee, Ireland","5+ years of experience in TCP, IP[v4|v6], BGP and related protocols.
3+ years of experience in structured cabling and fiber optic infrastructure - their application and limitations within the datacenter space
Knowledge of optical ethernet technologies and their evolution
Understanding of network hardware platforms and their specifications in the datacenter space
Experience troubleshooting common network issues
Time management and communication skills
Experience working in a multi-vendor network environment
Proven ability to manage multiple projects simultaneously and deliver against mission critical deadlines.
Proven ability to work in fast-paced global team environments and solve problems with limited supervision.","1+ years of scripting experience with Linux system, Python, Perl, or other languages
Bachelor’s Degree in Electrical Engineering or Computer Engineering
Working knowledge of 40/100G Ethernet and CWDM, DWDM and optical transport network technologies.
Experience with field-based work in Data Centers, Colocation Facilities, Internet Exchanges, or Central Offices.
Working knowledge of data center power and cooling infrastructure and critical facility operational best practices.
Technical leadership capabilities and experience.","Provide subject-matter expertise regarding data center network planning, architecture and standards.
Interface and align with all of our network/software engineering teams and act as point of contact for every new data center network projects. Shape solutions through early and active involvement in project and product lifecycles.
Create deployment packages and standards to ensure global consistency
Make solid network recommendations to best facilitate ongoing company technology projects
Help growing other people by giving trainings and mentorship
Contribution on development & deployment of numerous technologies and network topologies in order to evolve and scale our data centers.
Participate in an on-call rotation to support the regional network infrastructure 24x7
10% of travel required, up to 30% based on projects."
Data Engineer,"Menlo Park, CA","BS/MS in Computer Science or a related technical field
7+ years of SQL (Oracle, Vertica, Hive, etc.) experience and relational databases experience (Oracle, MySQL)
7+ years of experience in custom or structured (i.e. Informatica/Talend/Pentaho) ETL design, implementation and maintenance
7+ years’ experience in data engineering, experience in applying DWH/ETL best practices
7+ years of Java and/or Python development experience
2+ years experience in LAMP and the Big Data stack environments (Hadoop, MapReduce, Hive)
2+ years experience working with enterprise DE tools and experience learning in-house DE tools",Technical knowledge of data center operations.,"Apply proven expertise and build high-performance scalable data warehouses
Design, build and launch efficient & reliable data pipelines to move and transform data (both large and small amounts)
Securely source external data from numerous partners
Intelligently design data models for optimal storage and retrieval
Deploy inclusive data quality checks to ensure high quality of data
Optimize existing pipelines and maintain of all domain-related data pipelines
Ownership of the end-to-end data engineering component of the solution
Collaboration with the Data Center SMEs, Data Scientists, and Program Managers
Support on-call shift as needed to support the team
Design and develop new systems in partnership with software engineers to enable quick and easy consumption of data"
Visiting Scientist,"Menlo Park, CA","Currently has or is in the process of obtaining a PhD degree in Computer Science
Faculty member with an established research track record and publications in industry conferences/journals.
Industry leader in Systems Engineering having served on program committees and research grants
Experience in analyzing, designing and building backend systems
Ability to communicate research
Experience in programming languages including C/C++, Java or Python",,"Contribute research that can be applied to improve Facebook infrastructure’s reliability, scalability, and efficiency. Leverage domain expertise in Systems Engineering."
"Network Engineer, Deployment & Support, University Grad (Forest City, NC)","Forest City, NC","Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
Knowledge in UNIX/Linux and TCP/IP network fundamentals
Experience picking up concepts around network design and management
Experience communicating cross-functionally and solving problems
Troubleshooting and analytical experience
Ability to lift/move 30-40 pounds on a daily basis","BS or MS in Networking, Computer Science, Engineering, Telecommunications, or a related technical discipline
Operational experience in data center, service provider, or wide area networks
Experience coding in at least one language for network or systems automation","Support and lead implementation of Facebook's production network infrastructure in the data center
Perform hands-on troubleshooting and repair of network hardware, software, and network circuits
Perform network maintenance including hardware and software upgrades, migrations, decommissioning, and capacity upgrades
Manage and update work assignments through our internal task tools and repair ticketing systems
Maintain asset database and related documentation for installed network infrastructure
Work cross-functionally to plan and execute on projects and manage operational incidents"
"Network Engineer, Deployment & Support, University Grad","Prineville, OR","Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
Knowledge in UNIX/Linux and TCP/IP network fundamentals
Experience picking up concepts around network design and management
Experience communicating cross-functionally and solving problems
Troubleshooting and analytical experience
Ability to lift/move 30-40 pounds on a daily basis","BS or MS in Networking, Computer Science, Engineering, Telecommunications, or a related technical discipline
Operational experience in data center, service provider, or wide area networks
Experience coding in at least one language for network or systems automation","Support and lead implementation of Facebook's production network infrastructure in the data center
Perform hands-on troubleshooting and repair of network hardware, software, and network circuits
Perform network maintenance including hardware and software upgrades, migrations, decommissioning, and capacity upgrades
Manage and update work assignments through our internal task tools and repair ticketing systems
Maintain asset database and related documentation for installed network infrastructure
Work cross-functionally to plan and execute on projects and manage operational incidents"
"Network Engineer, Deployment & Support, University Grad (Ashburn, VA)","Ashburn, VA","Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
Knowledge in UNIX/Linux and TCP/IP network fundamentals
Experience picking up concepts around network design and management
Experience communicating cross-functionally and solving problems
Troubleshooting and analytical experience
Ability to lift/move 30-40 pounds on a daily basis","BS or MS in Networking, Computer Science, Engineering, Telecommunications, or a related technical discipline
Operational experience in data center, service provider, or wide area networks
Experience coding in at least one language for network or systems automation","Support and lead implementation of Facebook's production network infrastructure in the data center
Perform hands-on troubleshooting and repair of network hardware, software, and network circuits
Perform network maintenance including hardware and software upgrades, migrations, decommissioning, and capacity upgrades
Manage and update work assignments through our internal task tools and repair ticketing systems
Maintain asset database and related documentation for installed network infrastructure
Work cross-functionally to plan and execute on projects and manage operational incidents"
"Research Scientist, Virtual Humans (PhD University Grad)","Pittsburgh, PA","3+ years experience with C++
GPU programming experience including CUDA and OpenGL
Proven track record of achieving significant results as demonstrated by grants, fellowships, patents, as well as first-authored publications at leading workshops or conferences such as CVPR, ECCV/ICCV, ICASSP, NIPS, SIGGRAPH, or similar
Demonstrated software engineer experience via an internship, work experience, coding competitions, or widely used contributions in open source repositories (e.g. GitHub)
Experience in system optimization",,"Currently has or is in the process of obtaining a PhD degree or completing a postdoctoral assignment in the field of Computer Vision, Computer Graphics, Audio Processing, Speech Analysis, and/or Machine Learning
3+ years experience in computer vision, audio processing, or machine learning, including use of libraries
Must be available to start employment on or after October 1, 2018
Prototyping experience including feature integration
Interpersonal experience: cross-group and cross-culture collaboration
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment"
Research Intern (AI),"Tel Aviv, Israel","Currently enrolled in a full-time degree program and returning to the program after the completion of the internship.
Publications or experience in fields related to in machine learning, AI, computer vision, natural language processing, computational neuroscience, optimization, computer science, statistics, applied mathematics, or data science.
Experience solving analytical problems using quantitative approaches.
Ability to manipulate and analyze large scale, high-dimensionality data from varying sources.
Experience in utilizing theoretical and empirical research to solve problems.
Ability to communicate research for public audiences of peers.
Knowledge in a programming language.
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.","Pursuing a Ph.D. degree in Computer Science or related field
First-author publications at peer-reviewed AI conferences (e.g. NIPS, ICML, ICLR, CVPR, ICCV, ECCV, ACL, NAACL, and EMNLP).
Experience building systems based on machine learning and/or deep learning methods.
Research and software engineer experience demonstrated via an internship, work experience, or coding competitions.
Knowledge in Python, Lua, C++, C, C# and/or Java.","Perform research to advance the science and technology of intelligent systems.
Perform research that improves understanding and representation of the semantics of data (images, video, text, audio, and other modalities).
Devise data-driven models of human behavior.
Influence progress of relevant research communities by producing publications.
Collaborate and increase productivity on existing research projects."
"Enterprise Engineer, Java/JS","Menlo Park, CA","BS in Computer Science or equivalent experience
Experience building and supporting production quality software
Experience owning projects from end-to-end
1+ years experience working with a relational database
SQL experience in handling volumes of data, performance tuning
Experience in understanding code bases, including API design techniques
1+ years programming experience in Java, Oracle ADF or JavaScript technologies such as ReactJS or AngularJS
1+ years experience with object-oriented software development
Experience using web services, SOAP, REST APIs, GraphQL
Experience developing web or mobile applications
Experience partnering with designers to implement pixel-perfect designs",Experience working with or in support of diverse communities,"Work with product managers to drive strategic and tactical initiatives
Architect highly available, scalable, and secure systems
Build features in their entirety
Comply with change management policies to ensure data integrity and system stability
Understand performance metrics for business value
Build interfaces for complex systems and high-quality tools
Passionate about UI/UX and that should reflect in your work
Technical ownership of projects and managing resources"
Partner Engineer - Platforms,"Buenos Aires, Argentina","Fluent English
5+ years of previous experience as software engineer, technical consultant or partner/sales engineer
Software development skills with experience building software developed in (at least one) Python, PHP, C/C++, Ruby, C# or Java
Understanding of the Mobile (Android, iOS) and Web technology stack (HTTP, HTML, JavaScript, CSS, REST)
Communication skills including experience presenting to technical and business audiences
BA/BS in Computer Science or equivalent degree/experience",Spanish is a plus,"Deeply understand Facebook’s platform products and their underlying implementation
Define and execute on a strategy to drive adoption of Facebook platform
Work closely with our strategic partners to integrate with Facebook’s platform products
Be a subject matter technical expert, and have strategic influence on partners and internal teams at Facebook
Represent Facebook and its platform offerings at developer events
Develop samples and other materials to share with the broader Facebook developer community"
"Technical Security Analyst, Insider Threat","Menlo Park, CA","Bachelor's degree in Computer Science, Engineering, or equivalent.
2+ years of experience in computer forensic investigations or similar technical investigations.
Knowledge of forensic software (e.g. F-Response, Encase, Blacklight, FTK, Sleuthkit, Autopsy).
Knowledge of operating systems (Windows, macOS, Linux) and database tools (e.g. Hbase, SQL, or similar).
Experience interpreting information from multiple sources and work with large data sets (data analytics).","Incident response, networking or system administration experience.
Certifications: EnCE, CISSP, GCFA/GCFE.
Cloud or SAAS forensics/investigations.
Open source intelligence collection.
Proficiency in multiple languages.
Experience with insider threat detection tools and advanced analytic methodologies.
Experience working collaboratively in stressful situations with a sense of urgency.","Monitor detection systems and respond to alerts of anomalous or suspicious activity.
Build rules to detect malicious activity and defend against insider threats.
Conduct forensic investigations of laptops, servers, and mobile devices.
Use data analytics to guide detection and surface operational improvements.
Identify and consult on the design of countermeasures to mitigate insider threats.
Summarize and present information from investigations to cross-functional teams."
Americas Space Planner,"New York, NY","5+ years experience in space planning lead role and interior design
Communication and presentation experience with knowledge in MS Office
Knowledge in Excel, pivots, macros, and database analytics
Archibus database knowledge or similar CAFM facilities management software, Scenario Planning tools
Experience interpreting and analyzing floor plans
Knowledge of building environments",,"Ability to manage portfolio at regional level and provide oversight and direction to vendor partners.
Ability to support the Director of Real Estate in demand planning analysis.
Developing building stack plans and scenario plan development at a site level for restacks.
Responsible for detailed site summary analysis and refreshes monthly, quarterly cadence.
Manage headcount forecasts at site level with accuracy.
Work with our key stakeholders and site leads to capture headcount change/additions, and how they affect existing allocations and facilitate the constant communication of variable headcount.
Develop block plans and migration plans and work with site leads and/or key customers to communicate and negotiate plans.
Be able to respond to impromptu request such as increased headcount at site level, and coordinate with multiple service streams.
The role will have a very strong customer engagement aspect and will involve intensive negotiation skill.
The role will have to liaise with varying audiences such as Regional Leads (FM, PJM and transactions) as well as site leads for overall information.
Coordination with FM operations and move managers to understand implications within FM and move services.
Ability to present complex plans and strategies, to various levels in the organization with confidence.
Be prepared to lead and/or support Planner Network Meetings, participate in Space Planner Coalition and provide suggestions for global solves.
Communicate clearly and professionally with business stakeholders handle general internal queries, clarify concerns and identify solutions.
Maintain discretion and confidentiality in regard to all discussed space plans and real estate dealings.
Act collaboratively to solve problems and resolve spontaneous and unique situations with professionalism and service orientation.
Unique appetite to push envelope on global data solutions, continually seeking to improve planning processes, challenging the status quo.
Ability to maintain professionalism at all times under fast-paced environment and demanding situations.
Ability to multitask and work without direct supervision, with confidence.
There will be regional travel within North and South America in support of planning.
Must be able to demonstrate flexibility in relation time zone work, and adjust work hours accordingly."
HCM Systems Analyst,"Menlo Park, CA","Bachelor’s degree
5+ years experience implementing solutions with ERP software
Demonstrated experience in Human Resources related domains (HCM, Payroll, Benefits, Recruiting, etc.)
2+ years implementing Workday, with demonstrated Workday technical and functional experience
2+ years experience with Workday EIB and Core Connectors
2+ years experience with Workday custom reports and calculated fields","Communication skills, able to effectively interact with internal and external stakeholders
Demonstrated experience working in a fast-paced environment
Demonstrated experience working with passionate stakeholders and users","Serve as the subject matter expert on the Workday solution
Redesign business processes for a dynamic environment and implement best practices across systems
Perform Workday administrative functions including security maintenance, business process configuration, tenant configuration, data loads, integrations and upgrades
Partner with People Operations and drive business requirement gathering, business process review, project management, testing, training, documentation development and communication
Provide pre and post-launch end-user support, change management, issue resolution, testing, training
Participate in the regular review and prioritization of HCM systems projects
Research integration failures, perform root cause analyses, and report back to management and business leaders
Develop plans to mitigate and avoid future system issues
Provide tier 2 support for users who need guidance, instruction or general help with HCM systems
Responsible for driving HR Data Quality"
UX Designer (3D/Motion) - Facebook Reality Labs,"Redmond, WA","Ability to thrive in a fast-paced, start-up environment
Detail-oriented with organizational skills to manage multiple projects",,"5+ years of delivering user experience product design with innovative user interfaces
Experience with interaction design
3D experience using Houdini, Maya, 3D Studio Max, Cinema 4D, and After Effects
Experience working with Unity, Unreal, and VR Shell
Experience in building and shipping applications or software
Communication and presentation experience"
"Applied Research Scientist, Computer Vision","New York, NY","5+ years of experience in building, leading and specializing in commercial computer vision projects from the level of researching a prototype to the level of production.
Experience in C/C++ and Python rapid programming on Linux OS.
Experienced with training deep neural networks for key computer vision tasks such as classification, semantic segmentation, object detection, etc.
Experience with one or more deep learning frameworks such as PyTorch, TensorFlow, Caffe2.
Software engineering experience with knowledge of the software lifecycle that includes testing, version control and shipping high quality code.
PhD/MS with experience in Computer Science with published projects in the fields of machine learning, deep learning and/or computer vision.","Candidates with experience developing novel algorithms in the following will be given extra consideration.
Deep adversarial networks, image and video forensics.
Cross domain adaptation for rapid model transfer across domains.
Transfer learning including zero shot learning, attribute learning, and knowledge graphs.
Deep graphical modeling.
Explainability in computer vision and AI such as image and video captioning, and causal reasoning.
Experienced with the development of enterprise level AI, machine learning and deep learning platform involving big data management and GPU compute.","Develop novel and accurate computer vision algorithms and systems, leveraging deep learning and machine learning on big data resources.
Analyze and improve efficiency, scalability, and stability of various deployed systems.
Collaborate with team members from the level of prototyping to the level of production."
Analytics Solutions Engineer,"Menlo Park, CA","BS degree in Computer Science, Electrical Engineering, Operations Research or other technical field.
Experience in coding & scripting languages such as Python, JavaScript, PHP, C++ or Java & API integration.
Database experience.
System design (data modeling, BE Design) experience.
Interpersonal and communication experience.
Experience working with cross-functional teams.","MS or PhD degree in Computer Science, Electrical Engineering, Operations Research or other technical field.
Experience in HDFS, Hive.
Experience in applied Machine Learning and productionize data science models.
Experience with big data and statistics.
Experience with algorithms and optimization.","Help plan, design, build and operate our data centers through automation of analytical software solutions, utilizing large volumes of mission-critical data to analyze trends, surface anomalies, optimize complex logistics & operations, as well as enable real-time ML & AI solutions, all while using the latest big data technologies, programming languages, frameworks and open-source libraries.
Develop and implement productivity software tools based on data analytics which allow our data center pre-ops and operations teams to be more efficient in planning, designing, building and operating the data centers.
Productionize in software the advanced analytics models (ML, AI & OR) built by the core data science team and integrate them with the Infrastructure Data Center operations.
Help scale and optimize our overall data center capacity by developing cutting edge tools which improve efficiency and bring automation to our data centers.
Partner with the operational & engineering teams in order to implement, verify and iterate on the analytical solutions being developed."
